post_id	date	message	num_likes	num_angry	num_shares
904277726319518_1360418557372097	2017-03-22T19:40:31+0000	"Ontem estive na FEA-USP dando a aula magna para os alunos de Economia, Administra\u00e7\u00e3o e Contabilidade. Falamos sobre educa\u00e7\u00e3o e pol\u00edticas de acesso ao ensino superior, e debatemos as formas de tornar a universidade mais representativa de nossa sociedade."	2738	1	59
904277726319518_1358376160909670	2017-03-21T14:23:40+0000	"TRANSPOSI\u00c7\u00c3O DO RIO S\u00c3O FRANCISCO\nEstive em Monteiro, na Para\u00edba, neste domingo, para conhecer um trecho da obra de transposi\u00e7\u00e3o do S\u00e3o Francisco. \nUma obra imaginada h\u00e1 mais de um s\u00e9culo, iniciada pela determina\u00e7\u00e3o do Presidente Lula e entregue ao povo do Cariri.\nMuita emo\u00e7\u00e3o. Lembran\u00e7a ainda forte da nossa passagem pelo Minist\u00e9rio da Educa\u00e7\u00e3o. Muito carinho das pessoas.\nDia inesquec\u00edvel.\n\nV\u00eddeo: FPA"	5374	4	1187
904277726319518_1356172351130051	2017-03-18T18:35:58+0000	"Ranking Mundial de Congestionamento\nNo nosso governo, S\u00e3o Paulo, que, em 2013, ocupava a 7\u00aa posi\u00e7\u00e3o no ranking das cidades mais congestionadas do mundo, em 2016, passou a ocupar a 71\u00aa posi\u00e7\u00e3o.\nUm ter\u00e7o da melhora deve-se \u00e0 entrada no ranking de outras cidades que passaram a ter o tr\u00e2nsito monitorado  pela maior empresa de GPS do mundo, a holandesa TomTom.\nDois ter\u00e7os, devem-se \u00e0s pol\u00edticas p\u00fablicas adotadas, em linha com a Organiza\u00e7\u00e3o Mundial da Sa\u00fade (OMS/ONU), notadamente a redu\u00e7\u00e3o da velocidade m\u00e1xima em 900 Km de nossas avenidas, e a consequente queda do n\u00famero de acidentes e atenua\u00e7\u00e3o do efeito ondulat\u00f3rio no tr\u00e2nsito.\nN\u00e3o creio que a mudan\u00e7a em apenas 40 Km nas marginais (cerca de 4%) vai alterar substancialmente essa conquista civilizat\u00f3ria.\nDentre as 18 cidades monitoradas com mais de 8 milh\u00f5es de habitantes, S\u00e3o Paulo s\u00f3 perde para Chicago.\nBoa Sampa!"	2269	5	135
904277726319518_1354229617990991	2017-03-17T10:24:54+0000	"Dei uma Aula Magna na Funda\u00e7\u00e3o Get\u00falio Vargas (FGV) esta semana.\n\u00d3tima conversa. \nFalamos das diferen\u00e7as entre administra\u00e7\u00e3o privada e administra\u00e7\u00e3o p\u00fablica, do funcionamento das institui\u00e7\u00f5es e do ambiente para inova\u00e7\u00e3o.\nFoi um prazer estar com voc\u00eas!"	3710	1	98
904277726319518_1352253181521968	2017-03-14T16:15:37+0000	"Muito legal a iniciativa dos moradores da Brasil\u00e2ndia em criar a sua pr\u00f3pria empresa de transporte individual numa regi\u00e3o mal atendida por esse servi\u00e7o.\nS\u00e3o Paulo tem desde o ano passado a melhor regula\u00e7\u00e3o de transporte individual do mundo, segundo especialistas internacionais (http://www.citylab.com/cityfixer/2016/01/sao-paulo-uber-traffic-congestion-mileage-fee/433764/).\nIsso deu seguran\u00e7a jur\u00eddica para que outros aplicativos operassem na cidade (Cabify, Easy, 99 etc.). E agora a perifa reage, criando seu pr\u00f3prio modelo.\nAgora, galera, vamos fazer a coisa dentro da legalidade. Boa sorte!"	5094	2	573
904277726319518_1347944451952841	2017-03-11T13:55:28+0000	"Tive o prazer de dar a aula magna para os calouros e calouras da Faculdade de Economia, Administra\u00e7\u00e3o e Contabilidade de Ribeir\u00e3o Preto da USP. Foi muito bom estar com voc\u00eas e debater livremente os temas da gest\u00e3o p\u00fablica e inova\u00e7\u00e3o - a Universidade, afinal, \u00e9 o espa\u00e7o da constru\u00e7\u00e3o democr\u00e1tica do pensamento por excel\u00eancia. Agrade\u00e7o aos estudantes pelo convite e pela recep\u00e7\u00e3o."	2724	0	126
904277726319518_1347113622035924	2017-03-10T11:04:13+0000	"INTRANSPAR\u00caNCIA NO ENEM\nA decis\u00e3o do MEC de n\u00e3o divulgar os resultados do Enem por escola vai na contram\u00e3o das pol\u00edticas p\u00fablicas de acesso \u00e0 informa\u00e7\u00e3o, al\u00e9m de desrespeitar a determina\u00e7\u00e3o do Plano Nacional de Educa\u00e7\u00e3o (PNE) de  \"incorporar o Exame Nacional do Ensino M\u00e9dio, assegurada a sua universaliza\u00e7\u00e3o (tornando o exame obrigat\u00f3rio para concluintes), ao sistema de avalia\u00e7\u00e3o da educa\u00e7\u00e3o b\u00e1sica\" (Lei 13.005/14, item 7.7).\nAssim, o PNE, elaborado em cinco confer\u00eancias nacionais de educa\u00e7\u00e3o e debatido por quatro anos no Congresso Nacional, vai, dia ap\u00f3s dia, se tornando letra morta."	3209	347	539
904277726319518_1337434249670528	2017-03-02T10:33:33+0000	"SECRET\u00c1RIO DA FAZENDA DE DORIA DESMENTE FOLHA DE S.PAULO\n\n\u00c9 simplesmente falsa a afirma\u00e7\u00e3o de que a Prefeitura n\u00e3o disp\u00f5e de recursos para terminar os hospitais de Parelheiros e da Brasil\u00e2ndia veiculada pela Folha.\n\nO de Parelheiros est\u00e1 80% pronto e a verba para conclus\u00e3o \u00e9 federal mediante reembolso. O munic\u00edpio adianta a verba e recebe alguns meses depois.\nO da Brasil\u00e2ndia est\u00e1 no in\u00edcio (20% da obra) em fun\u00e7\u00e3o do atraso da linha 6 do Metr\u00f4 e n\u00e3o s\u00f3 a prefeitura tem dinheiro, como tem autoriza\u00e7\u00e3o para alienar sua parte no Canind\u00e9 para conclu\u00ed-la.\n\nSegundo demonstrativo assinado pela Secretaria da Fazenda desta gest\u00e3o, foram deixados R$ 500 milh\u00f5es ACIMA do m\u00ednimo previsto pela Lei de Responsabilidade Fiscal. Basta  ler o Di\u00e1rio Oficial do Munic\u00edpio de 28 de janeiro de 2017, p\u00e1gina 46, enviado \u00e0 Folha.\n\nNo mais \u00e9 o que afirma o secret\u00e1rio de Doria, Caio Megale, pessoa s\u00e9ria, em audi\u00eancia na C\u00e2mara, tamb\u00e9m de conhecimento do rep\u00f3rter da Folha: \n\u201cA execu\u00e7\u00e3o fiscal de 2016 esteve completamente dentro das metas e dentro do que determina a Lei de Responsabilidade Fiscal\u201d, disse o secret\u00e1rio.\n\nSobre a d\u00edvida da cidade de S\u00e3o Paulo, o secret\u00e1rio destacou que ela caiu significativamente por causa da renegocia\u00e7\u00e3o com o governo federal. \u201cA d\u00edvida caiu algo perto de R$ 40 bilh\u00f5es, foi uma queda importante. A d\u00edvida com o governo federal girava em torno de R$ 90 bilh\u00f5es e caiu para perto de R$ 30 bilh\u00f5es\u201d, disse."	2618	63	696
904277726319518_1336516093095677	2017-03-01T12:07:07+0000	"Quando eu e o ex-ministro da Cultura Juca Ferreira anunciamos que transformar\u00edamos S\u00e3o Paulo num polo tur\u00edstico no Carnaval, a campanha contra foi impiedosa.\nPois bem. S\u00e3o Paulo, em apenas quatro anos, j\u00e1 \u00e9 um dos principais destinos tur\u00edsticos no Carnaval, promovendo a intera\u00e7\u00e3o das pessoas pela cultura e gerando oportunidades pela ativa\u00e7\u00e3o dos servi\u00e7os e do com\u00e9rcio da cidade.\nParab\u00e9ns Sampa! N\u00e3o deixa o samba morrer!"	18221	7	2097
904277726319518_1330904206990199	2017-02-25T13:07:00+0000	"Come\u00e7ou o Carnaval! Compartilho com voc\u00eas este artigo do ex-ministro e ex-secret\u00e1rio de Cultura Juca Ferreira, que lembra como foi o processo de resgate do Carnaval de rua de S\u00e3o Paulo durante nossa gest\u00e3o. De l\u00e1 pra c\u00e1, nossa cidade ganhou um dos melhores Carnavais de rua do Brasil."	4264	1	366
904277726319518_1330881746992445	2017-02-24T12:36:24+0000	"\u00c0 COMUNIDADE DA PUC-SP\nCom muita honra passo a integrar o Conselho Universit\u00e1rio desta prestigiosa institui\u00e7\u00e3o na condi\u00e7\u00e3o de representante da sociedade civil.\nNomeado pelo nosso Cardeal Dom Odilo Scherer, a quem agrade\u00e7o a confian\u00e7a, coloco-me \u00e0 disposi\u00e7\u00e3o da comunidade de professores, estudantes e funcion\u00e1rios e da nossa reitora Maria Amalia.\n\u00c9 sempre bom estar junto a voc\u00eas."	8419	28	1390
904277726319518_1330019307078689	2017-02-23T16:47:34+0000	"Quando eu, Ana Estela Haddad e Tarso Genro criamos o PROUNI, diziam que n\u00f3s quer\u00edamos rebaixar a qualidade do ensino superior. Pois \u00e9. Os PROUNISTAS elevam a nota m\u00e9dia das institui\u00e7\u00f5es que aderiram ao programa.\nO pessoal do contra confundia renda e riqueza com m\u00e9rito. Nada a ver. S\u00f3 faltava aos estudantes da escola p\u00fablica uma oportunidade.\nParab\u00e9ns galera do PROUNI."	22571	3	9388
904277726319518_1311993112214642	2017-02-22T17:53:43+0000	"Recebi essa carta gentil do Prefeito de Amsterd\u00e3, Eberhard van der Laan, que nos agradece pelo relacionamento frut\u00edfero que nossas cidades tiveram nos \u00faltimos anos. Ele veio em miss\u00e3o a S\u00e3o Paulo no ano passado e visitou alguns dos programas que criamos, como a Paulista Aberta e o De Bra\u00e7os Abertos, ao qual ele faz uma men\u00e7\u00e3o especial nesta carta."	8215	0	576
904277726319518_1325524410861512	2017-02-19T22:31:48+0000	"Baixo Augusta"	3957	4	213
904277726319518_1323883684358918	2017-02-19T22:05:20+0000	"E tamb\u00e9m neste final de semana, tive o prazer de ser Patrono da turma de formandos em Rela\u00e7\u00f5es Internacionais da FECAP. Onde quer que estejam, desejo que representem nosso pa\u00eds com altivez, frente aos desafios colocados no cen\u00e1rio internacional. Sucesso a voc\u00eas!"	6392	2	293
904277726319518_1323948981019055	2017-02-18T17:41:50+0000	"Muito feliz em ser escolhido Patrono da turma de formandos em Arquitetura e Urbanismo da Escola da Cidade. Fiquei sabendo que fui o primeiro n\u00e3o-arquiteto a ser escolhido para essa homenagem, o que me deixa ainda mais honrado. Recebi uma bonita mensagem ontem na cola\u00e7\u00e3o de grau, que nos deixou emocionados e que compartilho aqui com voc\u00eas:\n\"\u00c9 com satisfa\u00e7\u00e3o que podemos destacar o senhor como figura-chave durante toda nossa trajet\u00f3ria de gradua\u00e7\u00e3o, naquilo que compreendemos como amplia\u00e7\u00e3o e corajoso tensionamento dos mais caros valores e debates acerca do desenvolvimento urbano e sua livre apropria\u00e7\u00e3o - aquilo que antes nos parecia preso ao plano das ideias. N\u00f3s, jovens arquitetos e urbanistas, somos gratos ao Prefeito/Professor pelo ensinamento mais contundente e perene: \u00e9 poss\u00edvel!\"."	7373	0	589
904277726319518_1322361614511125	2017-02-17T14:45:57+0000	"Ontem estive na cerim\u00f4nia de premia\u00e7\u00e3o \"Cidad\u00e3o S\u00e3o Paulo\" e tive o prazer de entregar o pr\u00eamio da categoria Direitos Humanos nas m\u00e3os da querida Djamila Ribeiro, que, junto de sua equipe, desempenhou um trabalho com maestria em nosso governo."	4599	2	199
904277726319518_1320279011386052	2017-02-16T01:28:49+0000	"Chico no Tom Brasil"	3011	1	414
904277726319518_1312258088854811	2017-02-07T21:24:55+0000	"Neste final de semana, tive o prazer de dar a aula inaugural da p\u00f3s-gradua\u00e7\u00e3o da Funda\u00e7\u00e3o Perseu Abramo. Conversamos com os alunos sobre pr\u00e1ticas de inova\u00e7\u00e3o na gest\u00e3o p\u00fablica, discutindo como o conhecimento cient\u00edfico pode dar suporte \u00e0s decis\u00f5es pol\u00edticas."	4233	2	129
904277726319518_1310233479057272	2017-02-06T11:58:10+0000	"Na semana passada, em Fortaleza, estive num bate-papo com alunos secundaristas da UBES e discutimos os rumos do Ensino M\u00e9dio em nosso pa\u00eds. \u00d3timo sentir essa energia. A participa\u00e7\u00e3o da juventude na pol\u00edtica sempre foi importante. Mas hoje \u00e9 mais que isso: ela \u00e9 crucial."	2854	1	85
904277726319518_1306857386061548	2017-02-02T18:52:45+0000	"Profundamente triste com a not\u00edcia do falecimento da Dona Marisa. Transmito ao Presidente Lula e familiares meus sentimentos, minha solidariedade e desejo for\u00e7a neste momento dif\u00edcil. Que Deus os conforte."	12548	12	79
904277726319518_1304794086267878	2017-01-31T21:37:03+0000	"Fui convidado para a 10\u00aa Bienal da Uni\u00e3o Nacional dos Estudantes, que est\u00e1 acontecendo na cidade de Fortaleza, no Cear\u00e1. E pude bater um papo muito bom sobre a reinven\u00e7\u00e3o das fronteiras na nova ordem mundial. \nAcredito que se a gente colocar nossa energia a servi\u00e7o de um projeto de emancipa\u00e7\u00e3o, de combate \u00e0 fome e \u00e0 mis\u00e9ria, de respeito \u00e0 diversidade e ao meio ambiente, certamente forjaremos um mundo melhor."	3562	1	154
904277726319518_1285091498238137	2017-01-12T11:23:39+0000	"Texto muito legal da cineasta Tata Amaral a respeito do legado que nosso governo deixa para a cidade de S\u00e3o Paulo."	6298	10	617
904277726319518_1281972351883385	2017-01-08T15:29:22+0000	"Picanha de Chernobyl na Paulista"	4201	4	306
904277726319518_1281031791977441	2017-01-07T11:20:11+0000	"PLANO DIRETOR DE SP AGORA PREMIADO PELA ONU\n\nA ONU-Habitat acaba de divulgar os vencedores dentre as 146 candidaturas ao t\u00edtulo de melhores pr\u00e1ticas inovadoras da Nova Agenda Urbana. O Plano Diretor de SP foi vitorioso.\nIsso acontece depois de o novo desenho urbano de SP, aprovado na nossa gest\u00e3o, ter sido premiado pelo mais prestigiado site de urbanismo do mundo o Archdaily  (https://goo.gl/up1rN6).\nSe considerarmos a obten\u00e7\u00e3o do grau de investimento obtido pela Cidade de S\u00e3o Paulo, concedido pela ag\u00eancia de risco Fitch - isso em meio a maior crise econ\u00f4mica da hist\u00f3ria do pa\u00eds - trata-se de duas conquistas estruturais da maior relev\u00e2ncia.\nJ\u00e1 s\u00e3o sete os pr\u00eamios internacionais obtidos pela nossa gest\u00e3o.\nUma pena a m\u00eddia tradicional local n\u00e3o ter pautado temas dessa envergadura, que efetivamente moldam o futuro da nossa cidade."	11320	2	3629
904277726319518_1277789385635015	2017-01-05T12:24:07+0000	"Entrevista que dei \u00e0 Rede Brasil Atual."	7522	6	670
904277726319518_1277203279026959	2017-01-02T18:00:04+0000	"Meu discurso na cerim\u00f4nia de posse do Prefeito Jo\u00e3o Doria. O interesse p\u00fablico deve vir sempre em primeiro lugar. Fizemos uma grande transi\u00e7\u00e3o em respeito \u00e0 democracia, em respeito ao povo trabalhador dessa cidade. Esse povo merece tudo de n\u00f3s!"	26787	30	17703
904277726319518_1274690439278243	2016-12-30T19:14:22+0000	"FOI UM PRIVIL\u00c9GIO GOVERNAR COM VOC\u00caS\nNunca tinha disputado uma elei\u00e7\u00e3o sequer. Havia sido Ministro da Educa\u00e7\u00e3o por sete anos, uma grande experi\u00eancia na administra\u00e7\u00e3o p\u00fablica - um trabalho que foi reconhecido amplamente por seus avan\u00e7os na \u00e1rea. E tive a honra de ser eleito para comandar a maior cidade do pa\u00eds, a partir de um programa s\u00f3lido, de uma plataforma ousada de transforma\u00e7\u00e3o da cidade de S\u00e3o Paulo.\n\nAo longo de nosso mandato, atravessamos momentos dif\u00edceis de crise econ\u00f4mica, pol\u00edtica e institucional no Brasil. E mesmo assim, batemos recorde de investimentos, combatemos a corrup\u00e7\u00e3o com m\u00e3o firme e deixamos a casa arrumada do ponto de vista financeiro. Reordenamos o espa\u00e7o p\u00fablico, resgatamos a cidadania dos marginalizados, colocamos a vida em primeiro lugar. Quisemos a todo momento construir uma S\u00e3o Paulo amig\u00e1vel \u00e0s pessoas. Uma cidade vibrante, integrada e inovadora. Com um trabalho s\u00e9rio e respons\u00e1vel, fomos capazes de conduzir S\u00e3o Paulo para a outra margem em tempos de atribula\u00e7\u00e3o.\n\n\u00c9 evidente que n\u00e3o deu pra fazer tudo que gostar\u00edamos. Mas foram muitas as realiza\u00e7\u00f5es nos quatro cantos da cidade, sobretudo na periferia. Fizemos o que precisava ser feito. Sem c\u00e1lculo eleitoral, sem demagogia ou pirotecnia. Nunca acreditei nas sa\u00eddas f\u00e1ceis para se resolver um problema e, do mesmo modo, jamais tomei uma decis\u00e3o \"jogando para a torcida\". Eu sempre acreditei no di\u00e1logo e na boa pol\u00edtica enquanto ferramentas imprescind\u00edveis para a constru\u00e7\u00e3o de uma cidade (e de um mundo) melhor. Foi com essas convic\u00e7\u00f5es que colocamos em marcha um projeto moderno e humano, visando as mudan\u00e7as estruturais que S\u00e3o Paulo precisava.\n\nHoje \u00e9 meu \u00faltimo dia na cadeira de Prefeito. Como em todo trabalho, aprendi muito a cada dia. Realmente tenho orgulho da trajet\u00f3ria que trilhamos na Prefeitura de S\u00e3o Paulo. \u00c9 por isso que agrade\u00e7o imensamente pela oportunidade que os paulistanos me deram de governar essa cidade. Acredito que semeamos a esperan\u00e7a e fizemos crer que \u00e9 poss\u00edvel romper com velhos h\u00e1bitos, criar novos valores e fugir dos lugares comuns.  Foi uma honra governar esta cidade e saio com a sensa\u00e7\u00e3o de dever cumprido. Estou certo que deixamos um legado importante para as gera\u00e7\u00f5es futuras.\n\nPor fim, acredito que fizemos uma transi\u00e7\u00e3o de alto n\u00edvel, colaborativa e republicana com o novo Prefeito Jo\u00e3o Doria. Mantivemos uma rela\u00e7\u00e3o cordial, produtiva e transparente. Desejo, com toda a sinceridade, que ele tenha sucesso na condu\u00e7\u00e3o de uma cidade t\u00e3o complexa e desafiadora como \u00e9 S\u00e3o Paulo. \n\nE desejo a todo o Brasil que tenhamos um \u00f3timo ano de 2017. A nossa jornada de luta por um pa\u00eds democr\u00e1tico e com justi\u00e7a social continua."	27473	39	5216
904277726319518_1273752256038728	2016-12-29T14:10:23+0000	"Entrevista que dei ao NEXO, jornal que desponta como refer\u00eancia pela qualidade e imparcialidade. Do n\u00edvel do El Pa\u00eds."	11145	4	1578
904277726319518_1273038542776766	2016-12-28T16:57:29+0000	"SUMAR\u00c9: UMA DAS MAIORES OBRAS CONTRA ENCHENTES\nHoje entregamos uma das maiores obras de macrodrenagem da cidade que aumenta a capacidade de vaz\u00e3o dos ramais que drenam as \u00e1guas dos c\u00f3rregos \u00c1gua Preta e Sumar\u00e9, nas imedia\u00e7\u00f5es da Arena Palmeiras (Allianz Parque) e Shopping Bourbon. Somadas \u00e0s obras do c\u00f3rrego Ponte Baixa (M\u00b4Boi MIrim) e Cupec\u00ea (Cidade Ademar), as obras equivalem a cerca de dez piscin\u00f5es. Deixamos outros 30 piscin\u00f5es licitados, licenciados e conveniados junto ao PAC em oito bacias (Trememb\u00e9, Paci\u00eancia, Ipiranga, Freitas, Aricanduva, Zavuvus, Paraguay-\u00c9guas e Perus).\nParab\u00e9ns aos moradores da \u00c1gua Branca pela vit\u00f3ria, depois de d\u00e9cadas de espera."	5880	1	694
904277726319518_1265296626884291	2016-12-22T22:05:50+0000	"Entrevista que dei ao citiscope, especializado em pol\u00edticas urbanas. http://citiscope.org/story/2016/we-managed-kick-paradigm-shift-sao-paulo-mayor-says-leaving-office"	2114	1	169
904277726319518_1259875570759730	2016-12-19T17:08:46+0000	"SP RAINBOW CITY\nS\u00e3o Paulo foi reconhecida com o selo internacional Rainbow City por suas a\u00e7\u00f5es em favor da popula\u00e7\u00e3o LGBT. Somente 29 cidades em todo mundo contam com esse reconhecimento de ambiente amig\u00e1vel aos LGBT e S\u00e3o Paulo \u00e9 a primeira cidade da Am\u00e9rica do Sul a ganhar o selo. \nAo longo de nosso governo, criamos pol\u00edticas p\u00fablicas para o combate \u00e0 homofobia e pela promo\u00e7\u00e3o dos direitos da comunidade LGBT, como o Transcidadania e a cria\u00e7\u00e3o de Centros de Refer\u00eancia LGBT fixos e m\u00f3veis. \n\u00c9 uma alegria termos contribu\u00eddo para o cultivo da toler\u00e2ncia e estimulado o conv\u00edvio com a diversidade em nossa cidade."	7785	3	1112
904277726319518_1255711827842771	2016-12-16T13:21:34+0000	"Ontem recebi relat\u00f3rio da Comiss\u00e3o da Mem\u00f3ria e Verdade e fiz publicar um pedido oficial de desculpas, em nome da Prefeitura de S\u00e3o Paulo, \u00e0s v\u00edtimas das viola\u00e7\u00f5es aos direitos humanos cometidas por seus agentes durante a ditadura militar."	3830	3	822
904277726319518_1253823661364921	2016-12-14T20:23:06+0000	"Em tempos de crise aguda no Brasil e no mundo, em que o futuro se avizinha nebuloso e incerto, S\u00e3o Paulo perde uma de suas maiores lideran\u00e7as espirituais. Nesse momento de pesar, quero reverenciar aqui a mem\u00f3ria de Dom Paulo Evaristo Arns, nosso sempre cardeal-arcebispo."	3654	1	128
904277726319518_1251159871631300	2016-12-12T12:43:06+0000	"Compartilho com voc\u00eas entrevista que dei ao El Pa\u00eds."	10599	1	1183
904277726319518_1250477728366181	2016-12-11T19:49:09+0000	"Ensaio do Bloco Baixo Augusta Carnaval de Rua 2017"	4489	2	229
904277726319518_1250187041728583	2016-12-11T14:26:38+0000	"Novo Skate Park"	2842	3	581
904277726319518_1247988028615151	2016-12-09T18:54:06+0000	"MAIS QUALIDADE DE VIDA PARA OS IDOSOS\nOntem inauguramos no Ja\u00e7an\u00e3 o 16\u00ba centro-dia para idosos, o primeiro constru\u00eddo pela pr\u00f3pria Prefeitura, com alto padr\u00e3o de infraestrutura em um complexo de 1,3 mil metros quadrados. \nOs centros-dia s\u00e3o uma iniciativa in\u00e9dita do nosso governo, fruto da mobiliza\u00e7\u00e3o dos idosos em nosso programa de metas. Eles s\u00e3o espa\u00e7os de conviv\u00eancia que oferecem atividades e cuidados para a popula\u00e7\u00e3o de idosos, garantindo alimenta\u00e7\u00e3o, oficinas e atividades f\u00edsicas. A popula\u00e7\u00e3o de S\u00e3o Paulo est\u00e1 envelhecendo, e isso significa que n\u00f3s temos que acolher essas pessoas em locais adequados para que elas possam garantir uma qualidade de vida digna."	2239	0	368
904277726319518_1243226345757986	2016-12-06T12:34:37+0000	"Nova Avenida Sapopemba"	2398	10	530
904277726319518_1239757296104891	2016-12-03T21:59:38+0000	"Chegando no Brasil, fiquei sabendo que recebemos mais um pr\u00eamio, agora da Associa\u00e7\u00e3o Paulista de Cr\u00edticos de Arte pelo programa Ruas Abertas na Avenida Paulista. \nFico muito contente com essa not\u00edcia porque, de fato, as ruas abertas proporcionaram ao paulistano um novo modo de interagir com a cidade, apreciar arte e cultura, dan\u00e7ar, ouvir boa m\u00fasica, fazer exerc\u00edcios f\u00edsicos, descansar e conviver harmoniosamente por aqui.\nDe Parelheiros \u00e0 Paulista, viva S\u00e3o Paulo!"	7715	0	1210
904277726319518_1236765659737388	2016-12-01T21:33:48+0000	"Ontem ganhamos o \"Desafio dos Prefeitos\", organizado pelo ex-Prefeito de Nova Iorque, Michael Bloomberg, que premia as melhores pr\u00e1ticas urbanas no mundo. Mais de 290 cidades se inscreveram, S\u00e3o Paulo ficou em primeiro lugar e recebemos 5 milh\u00f5es de d\u00f3lares para investir em nosso projeto de agricultura familiar em Parelheiros. \nVejam o momento do an\u00fancio. Estou muito orgulhoso dessa conquista para a cidade!\n\nSaibam mais aqui: http://capital.sp.gov.br/noticia/sao-paulo-recebe-premio-mayors-challenge-2016-da-bloomberg-philanthropies"	45464	13	46735
904277726319518_1233165766764044	2016-11-28T20:15:15+0000	"Ainda no esp\u00edrito do dia da consci\u00eancia negra, vale a pena ver este v\u00eddeo."	1935	3	619
904277726319518_1232798590134095	2016-11-28T13:11:49+0000	"20% DOS FUTUROS PROFESSORES TEM NOTA VERMELHA NO ENEM.\n\nAntes de deixar o Minist\u00e9rio da Educa\u00e7\u00e3o encaminhei um projeto (aprovado em 2013) que prev\u00ea o seguinte:\n\n\"O Minist\u00e9rio da Educa\u00e7\u00e3o poder\u00e1 estabelecer nota m\u00ednima em exame nacional aplicado aos concluintes do ensino m\u00e9dio como pr\u00e9-requisito para o ingresso em cursos de gradua\u00e7\u00e3o para forma\u00e7\u00e3o de docentes, ouvido o Conselho Nacional de Educa\u00e7\u00e3o - CNE.\"\n\nAcho que passou  da hora da sua regulamenta\u00e7\u00e3o.\n \nhttps://goo.gl/62VvQ8"	1282	8	198
904277726319518_1230020390411915	2016-11-26T01:41:13+0000	"Ecla no Bexiga"	1197	3	115
904277726319518_1228547277225893	2016-11-24T18:46:58+0000	"Pra quem ainda n\u00e3o conhece o potencial de um Fab Lab, olha s\u00f3 o que esse cara fez: amante do handpan, um instrumento que ficou conhecido como \"stradivarius da percuss\u00e3o\", ele descobriu o Fab Lab da Prefeitura na Galeria Olido, come\u00e7ou a fabricar exemplares e hoje ganha dinheiro com sua venda."	934	0	0
904277726319518_1225745614172726	2016-11-23T13:31:05+0000	"NOVO CLUBE N\u00c1UTICO\nNo s\u00e1bado passado, inauguramos o Clube Esportivo N\u00e1utico da Guarapiranga, uma nova \u00e1rea de lazer para atender os moradores do fund\u00e3o da zona sul.\nPra se ter uma ideia, o novo clube tem 300 mil m\u00b2, conta com tr\u00eas piscinas, 98 churrasqueiras, campo de futebol, v\u00e1rias quadras poliesportivas, palco para shows, sal\u00e3o de jogos etc.\nEssa entrega representa transformar o bairro em mais cidade. Levar mais lazer para a popula\u00e7\u00e3o. As pessoas da regi\u00e3o n\u00e3o v\u00e3o mais precisar se deslocar tanto para ter lazer. E pra quem n\u00e3o \u00e9 da regi\u00e3o, recomendo muito fazer uma visita. S\u00f3 a vista para a represa Guarapiranga j\u00e1 vale a pena!\n\nVeja mais aqui: http://capital.sp.gov.br/noticia/prefeitura-inaugura-clube-esportivo-nautico-guarapiranga"	5466	0	829
904277726319518_1225660234181264	2016-11-21T18:28:49+0000	"Entrevista que dei \u00e0 Folha de S\u00e3o Paulo sobre cen\u00e1rio internacional e seus reflexos na pol\u00edtica local."	3473	9	342
904277726319518_1224597500954204	2016-11-20T13:58:31+0000	"CINEMA GRATUITO NA PERIFERIA\nCircuito Spcine, com dezoito salas p\u00fablicas de cinema inauguradas pela nossa gest\u00e3o, leva 250 mil pessoas \u00e0s salas de cinema em S\u00e3o Paulo este ano. At\u00e9 o final do ano, mais duas salas ser\u00e3o entregues, totalizando vinte salas. Previs\u00e3o \u00e9 atingir um milh\u00e3o de espectadores por ano.\nhttps://goo.gl/Uoiphp"	1855	0	217
904277726319518_1223072687773352	2016-11-18T20:15:26+0000	"Se em 2016 j\u00e1 foi bom, em 2017 vai ser ainda melhor. \u00c9 como venho dizendo: S\u00e3o Paulo ainda vai ter o maior Carnaval do pa\u00eds."	8778	10	776
904277726319518_1216440295103258	2016-11-12T15:39:37+0000	"Compartilho entrevista que dei para o UOL, onde comento sobre o retrocesso que seria baratear pedagogicamente o Enem, cujo modelo atual foi criado por n\u00f3s em 2009."	6021	26	1109
904277726319518_1213285175418770	2016-11-08T14:03:27+0000	"COMO ENTREGAREMOS AS FINAN\u00c7AS DE SP\nEu posso assegurar que as finan\u00e7as de S\u00e3o Paulo est\u00e3o em seu melhor momento nos \u00faltimos 25 anos. Vejam estes dados, publicados em mat\u00e9ria do Valor Econ\u00f4mico:\n1) N\u00edvel de endividamento: ap\u00f3s a renegocia\u00e7\u00e3o da d\u00edvida com a Uni\u00e3o, reduzimos o n\u00edvel da d\u00edvida consolidada para 74,1% da receita corrente l\u00edquida, contra 182,3% ao final de 2015;\n2) Despesa com pessoal: SP \u00e9 a capital com menor comprometimento da receita corrente l\u00edquida com a folha, cerca de 34,5% (muito inferior ao limite de 60% fixado na lei de responsabilidade fiscal);\n3) Autonomia financeira: SP \u00e9 a capital com maior autonomia, com 70% de suas receitas oriundas de arrecada\u00e7\u00e3o pr\u00f3pria, sendo que a m\u00e9dia das demais capitais \u00e9 de apenas 44%;\n4) Liquidez financeira: SP tem \u00edndice de liquidez quase duas vezes superior \u00e0 m\u00e9dia das demais capitais (1,34 m\u00eas de despesas em caixa contra 0,7 m\u00eas)."	5427	2	1057
